NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Mailing Address,Provider Second Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider Business Mailing Address Country Code (If outside U.S.),Provider Business Mailing Address Telephone Number,Provider Business Mailing Address Fax Number,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number,Provider Enumeration Date,Last Update Date,Authorized Official Last Name,Authorized Official First Name,Authorized Official Middle Name,Authorized Official Title or Position,Authorized Official Telephone Number,Healthcare Provider Taxonomy Code_1,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Healthcare Provider Taxonomy Code_2,Healthcare Provider Taxonomy Code_3,Healthcare Provider Taxonomy Code_4,Healthcare Provider Taxonomy Code_5,Healthcare Provider Taxonomy Code_6,Healthcare Provider Taxonomy Code_7,Healthcare Provider Taxonomy Code_8,Healthcare Provider Taxonomy Code_9,Healthcare Provider Taxonomy Code_10,Healthcare Provider Taxonomy Code_11,Healthcare Provider Taxonomy Code_12,Healthcare Provider Taxonomy Code_13,Healthcare Provider Taxonomy Code_14,Healthcare Provider Taxonomy Code_15,Other Provider Identifier_1,Other Provider Identifier Type Code_1,Other Provider Identifier State_1,Other Provider Identifier Issuer_1,Other Provider Identifier_2,Other Provider Identifier Type Code_2,Other Provider Identifier State_2,Other Provider Identifier Issuer_2,Other Provider Identifier_3,Other Provider Identifier Type Code_3,Other Provider Identifier State_3,Other Provider Identifier Issuer_3,Other Provider Identifier_4,Other Provider Identifier Type Code_4,Other Provider Identifier State_4,Other Provider Identifier Issuer_4,Other Provider Identifier_5,Other Provider Identifier Type Code_5,Other Provider Identifier State_5,Other Provider Identifier Issuer_5,Other Provider Identifier_6,Other Provider Identifier Type Code_6,Other Provider Identifier State_6,Other Provider Identifier Issuer_6,Other Provider Identifier_7,Other Provider Identifier Type Code_7,Other Provider Identifier State_7,Other Provider Identifier Issuer_7,Other Provider Identifier_8,Other Provider Identifier Type Code_8,Other Provider Identifier State_8,Other Provider Identifier Issuer_8,Other Provider Identifier_9,Other Provider Identifier Type Code_9,Other Provider Identifier State_9,Other Provider Identifier Issuer_9,Is Sole Proprietor,Is Organization Subpart,Parent Organization LBN,Parent Organization TIN,Authorized Official Name Prefix Text,Authorized Official Name Suffix Text,Authorized Official Credential Text,Healthcare Provider Taxonomy Group_1,Healthcare Provider Taxonomy Group_2,Certification Date
1609069434,2,KRUGMAN FAMILY CHIROPRACTIC PA,,,909 OLD MILL RD,,CEDAR PARK,TX,786135903,US,5126335669,5124012145,2301 S LAKELINE BLVD,STE:700,CEDAR PARK,TX,786133604,5124012008,5124012145,8/24/2007,2/6/2012,KRUGMAN,TYSON,JON,OWNER,5124012008,305R00000X,9080,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,D.C.,,,
1740473479,2,ASH CHIROPRACTIC & WELLNESS,,,109 LUTHER DR,,GEORGETOWN,TX,786288775,US,,,109 LUTHER DR,,GEORGETOWN,TX,786288775,5128686400,5128686448,8/27/2007,8/27/2007,ASH,JAMES,B,CHIROPRACTOR,5128686400,305R00000X,10384,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,II,"D.C.,R.D",,,
1013101526,2,NUTRI GENOMICS INC,CARE CLINICS,3,4201 BEE CAVES RD,SUITE B200,AUSTIN,TX,78746,US,5123061920,5123069233,4201 BEE CAVES RD,SUITE B200,AUSTIN,TX,78746,5123061920,5123069233,8/29/2007,8/29/2007,SHAW,JAMES,EDWARD,OPERATING MANAGER,5123061920,291U00000X,,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1376737577,2,NORTH AUSTIN DIALYSIS LLC,CEDAR PARK DIALYSIS CENTER,3,5200 VIRGINIA WAY,L&C DEPT,BRENTWOOD,TN,370277569,US,6153204224,8002934707,1720 E WHITESTONE BLVD,,CEDAR PARK,TX,786137640,5125288478,5125288504,8/30/2007,11/30/2023,WEY,SAMUEL,,VP LICENSURE & CERTIFICATION,6153416641,261QE0700X,,,Y,,,,,,,,,,,,,,,1929846-01,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,11/30/2023
1568656403,2,WELLNESS MATTERS PC,,,11009 MAELIN DR,,AUSTIN,TX,787392051,US,5122750282,9724593418,11009 MAELIN DR,,AUSTIN,TX,787392051,5122750282,9724593418,9/4/2007,9/7/2012,TENNISON,CULLEN,F,OWNER,5122750282,261QP2000X,1130250,TX,Y,,,,,,,,,,,,,,,0038HC,1,TX,BCBS GROUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,PT,,,
1114112745,2,CHISHOLM TRAIL PEDIATRICS INC PA,,,PO BOX 2089,,GEORGETOWN,TX,786272089,US,5129304776,5128634248,600 HIGH TECH DR,,GEORGETOWN,TX,786268185,5129304776,5128634248,9/6/2007,9/6/2007,RAMSEY,DAVID,A,OWNER,5129304776,261QP2300X,,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1649465154,2,"SOUND IMAGING MEDICAL, INC.",,,10313 BROOMFLOWER DR,,AUSTIN,TX,787391448,US,5126190122,5123013542,10313 BROOMFLOWER DR,,AUSTIN,TX,787391448,5126190122,5123013542,9/7/2007,9/7/2007,PATEL,JIGNESH,,SECRETARY/VICE PRESIDENT,5126190122,261QR0208X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,,,,
1467647891,2,"DR. ERIC FREY, PC",,,6012 W WILLIAM CANNON DR,SUITE B103,AUSTIN,TX,787491980,US,5123589700,5126875377,6012 W WILLIAM CANNON DR,SUITE B103,AUSTIN,TX,787491980,5123589700,5126875377,9/10/2007,9/10/2007,FREY,ERIC,DEAN,PSYCHOLOGIST,5123589700,261QM0801X,31405,TX,Y,,,,,,,,,,,,,,,0025PS,1,TX,BLUE CROSS BLUE SHIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,PH.D.,,,
1952596371,2,AUSTIN TOTAL HALTHCARE,,,4320 JAMES CASEY ST,,AUSTIN,TX,787451109,US,5124479675,,4320 JAMES CASEY ST,,AUSTIN,TX,787451109,5124479675,,9/10/2007,9/10/2007,WRIGHT,LYNDSEY,,OFFICE MANAGER,5124479675,261QR0400X,F007641,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MS.,,,,,
1881889756,2,SLAUGHTER CHIROPRACTIC,,,2021 N MAYS ST,# 900,ROUND ROCK,TX,786642147,US,5123419453,5123419550,2021 N MAYS ST,# 900,ROUND ROCK,TX,786642147,5123419453,5123419550,9/13/2007,12/15/2014,SLAUGHTER,MIKALE,LEE,DC/OWNER,5123419453,261QM2500X,8382,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,DC,,,
1659566404,2,"AUSTIN RECOVERY, INC.",,,4201 S CONGRESS AVE STE 202,,AUSTIN,TX,787451156,US,5126978500,5128211755,4201 S CONGRESS AVE STE 202,,AUSTIN,TX,78745,5126978500,5128211755,9/13/2007,8/31/2018,VAN BRUNT,DIANA,,BUSINESS ADMINISTRATION MANAGER,5126978518,261QR0405X,286-286L,TX,Y,261QR0405X,261QR0405X,324500000X,324500000X,324500000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
1447446240,2,REHABCARE,,,4800 YORK HILL DR,,AUSTIN,TX,787236236,US,5124676520,5123744963,4100 JACKSON AVE,,AUSTIN,TX,787316056,5124676520,5123744963,9/14/2007,9/14/2007,DRISDALE,LINDA,LEE,COTA,5124676520,261QR0400X,202134,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MS.,,"AAS, BS",,,
1871789008,2,"INFINITY IMAGING, L. P.",,,PO BOX 301946,,AUSTIN,TX,787030033,US,5127890220,5122332249,1702 MADISON AVE,,AUSTIN,TX,787571813,5127890220,5122332249,9/20/2007,9/20/2007,MORALES,ROBERT,G.,PRESIDENT,5125177667,261QR0208X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"DREA MEDICAL, L.L.C.",<UNAVAIL>,MR.,,RVT,,,
1912193905,2,WALGREEN CO,WALGREENS #11131,3,1901 E VOORHEES ST,MS 790,DANVILLE,IL,618344509,US,2177092351,2177092344,200 S COLORADO ST,,LOCKHART,TX,786442733,5123982920,5123982241,9/24/2007,5/30/2024,TAYLOR,KIRA,L,MANAGER,2177092351,291U00000X,,,N,332B00000X,333600000X,3336C0003X,,,,,,,,,,,,4546202,1,,NCPDP,468951,5,TX,,466445,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,WALGREENS BOOTS ALLIANCE,<UNAVAIL>,,,,,,5/30/2024
1700073368,2,WALGREEN CO.,WALGREENS #10841,3,1901 E VOORHEES ST,MS 790,DANVILLE,IL,618344509,US,2177092351,2177092344,1660 MAIN ST.,,BUDA,TX,786103393,5122952564,5122955392,9/27/2007,2/28/2023,TAYLOR,KIRA,L,MANAGER,2177092351,291U00000X,,,N,332B00000X,333600000X,3336C0003X,,,,,,,,,,,,4546226,1,,NCPDP,466446,5,TX,,470666,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,WALGREENS BOOTS ALLIANCE INC,<UNAVAIL>,,,,,,2/28/2023
1497943302,2,GLEN G WOOD MD PA,APPLE URGENT CARE,3,7112 ED BLUESTEIN BLVD,SUITE 100,AUSTIN,TX,787232900,US,5127446000,5129288393,1240 E PALM VALLEY BLVD,,ROUND ROCK,TX,786643202,5127339100,5127339103,10/5/2007,10/5/2007,WOOD,GLEN,G,OWNER,5127446000,261QU0200X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,MD,,,
1750579256,2,"H-E-B, LP",HEB PHARMACY #029,3,646 SOUTH FLORES,,SAN ANTONIO,TX,78204,US,,,701 S CAPITAL OF TEXAS HWY BUILDING C,,WEST LAKE HILLS,TX,78746,5123295184,5123295478,10/9/2007,9/25/2020,LIENDO,DAVID,,GOVERNMENT PROGRAMS MANAGER,2109383182,291U00000X,,,N,3336C0003X,,,,,,,,,,,,,,469798,5,TX,,4546113,1,,NCPDP PROVIDER IDENTIFICATION NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2020
1326237900,2,AMERICAN CURRENT CARE P.A.,CONCENTRA URGENT CARE,3,5080 SPECTRUM DR,SUITE 1200W,ADDISON,TX,750014648,US,,,117- B LOUIS HENNA BLVD,,ROUND ROCK,TX,78664,5122559634,5122259645,10/18/2007,12/18/2023,HASSETT,ROBERT,,"EVP, CMO",9723648000,261QU0200X,,,N,261QU0200X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,DO,,,12/18/2023
1568651263,2,AMERICAN CURRENT CARE P.A.,,,5080 SPECTRUM DRIVE,SUITE 1200 WEST,ADDISON,TX,750014625,US,8002323550,9723878058,8868 RESEARCH BLVD,SUITE 601,AUSTIN,TX,78758,5124677232,5124677203,10/18/2007,1/28/2010,FOGARTY,TOM,,PRESIDENT,8002323550,261Q00000X,,,Y,261QU0200X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,MD,,,
1366631848,2,"JERL, INC.",KETHLEY PHYSICAL THERAPY,3,PO BOX 562,,DRIPPING SPRINGS,TX,786200562,US,5128585191,5128585194,800 W HIGHWAY 290,"BLDG. B, SUITE 300",DRIPPING SPRINGS,TX,786204191,5128585191,5128585194,10/19/2007,3/6/2023,KETHLEY,JEREMY,L.,PRESIDENT,5128585191,261QP2000X,658770000,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,M.P.T.,,,3/6/2023
1780863506,2,AMERICAN CURRENT CARE P.A .,,,5080 SPECTRUM DIVE,SUITE 1200 WEST,ADDISON,TX,750014625,US,8002323550,2147754516,2171 B WOODWARD,,AUSTIN,TX,78744,5124400555,5124481113,10/29/2007,1/28/2010,FOGARTY,TOM,,PRESIDENT,8002323550,261Q00000X,,,Y,261QU0200X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,MD,,,
1851570592,2,"ARA/ST. DAVID'S IMAGING, LP",ARA IMAGING,3,12554 RIATA VISTA CIR,,AUSTIN,TX,787276431,US,5127955100,5125193451,12554 RIATA VISTA CIR,,AUSTIN,TX,787276431,5125193443,5125193451,10/30/2007,7/10/2024,LEBLEU,SHARLEE,,VICE PRESIDENT,4803217026,261QR0208X,L05862,TX,Y,,,,,,,,,,,,,,,196306801,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,7/10/2024
1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845,5124783067,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845,5124783067,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,261QM2500X,K1546,TX,Y,,,,,,,,,,,,,,,45D0504492,1,TX,CLIA ID#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1205016672,2,"O. E. EZEKOYE, MD, PA",,,1 CHISHOLM TRL,SUITE 4100,ROUND ROCK,TX,786815008,US,5123889711,,1 CHISHOLM TRL,SUITE 4100,ROUND ROCK,TX,786815008,5123889711,,11/13/2007,11/13/2007,EZEKOYE,OLUFUNKE,,PRESIDENT,5123889711,261QP2300X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,,,,
1215118609,2,ASCENSION SETON,SEBD PROFESSIONAL SUPPORT SERVICES,3,1345 PHILOMENA,,AUSTIN,TX,787233185,US,5123243269,5124060719,130 HAYS ST,,LULING,TX,786483207,8308757000,8308757053,11/14/2007,9/11/2023,DAVIS,WILLIAM,,PRESIDENT/CEO,5123241000,207Q00000X,,,Y,207R00000X,261QM1300X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,ASCENSION SETON,<UNAVAIL>,MR.,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,9/11/2023
1750562427,2,"H-E-B, LP",HEB PHARMACY #031,3,646 SOUTH FLORES,,SAN ANTONIO,TX,78204,US,,,12860 N HIGHWAY 183,,AUSTIN,TX,78750,5125069250,5125068581,11/21/2007,9/25/2020,LIENDO,DAVID,,GOVERNMENT PROGRAMS MANAGER,2109383182,291U00000X,,,N,3336C0003X,,,,,,,,,,,,,,4546416,1,,NCPDP PROVIDER IDENTIFICATION NUMBER,469061,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,9/25/2020
1578744249,2,"H-E-B, LP",HEB PHARMACY #034,3,646 SOUTH FLORES,,SAN ANTONIO,TX,78204,US,,,3750 GATTIS SCHOOL RD,,ROUND ROCK,TX,78664,5123413776,5123410947,11/21/2007,9/24/2020,LIENDO,DAVID,,GOVERNMENT PROGRAMS MANAGER,2109383182,291U00000X,,,N,3336C0003X,,,,,,,,,,,,,,469062,5,TX,,4546428,1,,NCPDP PROVIDER IDENTIFICATION NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,9/24/2020
1962683599,2,LONE STAR CIRCLE OF CARE,LSCC OBGYN GROUP,5,205 E UNIVERSITY AVE,SUITE 200,GEORGETOWN,TX,786266814,US,5128681124,5128689894,205 E UNIVERSITY AVE,SUITE 200,GEORGETOWN,TX,786266814,8778005722,5128689894,11/26/2007,10/26/2023,CALVIN,JONATHAN,DAVID,CEO,5129941933,207V00000X,,,Y,261QF0400X,,,,,,,,,,,,,,181824701,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,193400000X MULTIPLE SINGLE SPECIALTY GROUP,,10/26/2023
1770764300,2,LONE STAR CIRCLE OF CARE,LSCC ALL PROVIDERS,5,205 E UNIVERSITY AVE,SUITE 200,GEORGETOWN,TX,786266814,US,5128681124,5128689894,205 E UNIVERSITY AVE,SUITE 200,GEORGETOWN,TX,786266814,5128681124,5128689894,11/26/2007,10/8/2014,MUNDHENK,RHONDA,,CEO,5128681124,261QF0400X,,,Y,,,,,,,,,,,,,,,156057501,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MS.,,,,,
1811178361,2,"TRILOGY THERAPY SERVICES, INC.",,,1706 HWY 1431 WEST,SUITE A,MARBLE FALLS,TX,78654,US,8307986641,8307981871,1706 HWY 1431,SUITE A,MARBLE FALLS,TX,786544954,8307986641,8307981871,11/26/2007,11/26/2007,ANDERSON,LORI,RENEE,PRESIDENT/PT,8307986641,261QR0400X,109013-01,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MS.,,PHYSICAL THERAPIST,,,
1922289412,2,"UCP PHYSICIANS OF CENTRAL TEXAS, PLLC",NEXTCARE URGENT CARE,3,2550 N THUNDERBIRD CIR,STE 303,MESA,AZ,852151219,US,4807761600,4807760025,900 N AUSTIN AVE,STE 105,GEORGETOWN,TX,786264349,4807761600,4807760025,11/26/2007,12/29/2020,JULIAN,JOHN,,MANAGER,4807761600,261QU0200X,,,Y,,,,,,,,,,,,,,,TXB144291,1,TX,MEDICARE PTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,12/21/2020
1568643104,2,LILLY MANAGEMENT,BUDA FAMILY CHIROPRACTIC,3,1762 FM 967 STE A,,BUDA,TX,786102983,US,5122959345,,1762 FM 967 STE A,,BUDA,TX,786102983,5122959345,,11/26/2007,9/12/2008,RUSHING,DEAN,HOLDEN,GENERAL PARTNER,5122959345,305S00000X,9479,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,D.C.,,,
1003099433,2,EL BUEN SAMARITANO EPISCOPAL MISSION,EL BUEN SAMARITANO,3,7000 WOODHUE DR,,AUSTIN,TX,78745,US,5124390745,,7000 WOODHUE DR,,AUSTIN,TX,787455454,5124390701,,12/7/2007,10/22/2015,SAYLES,TIMOTHY,,CFO,5124390745,261QC1500X,,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,MBA,,,
1902089667,2,WALGREEN CO,WALGREENS #11271,3,1901 E VOORHEES ST,MS 790,DANVILLE,IL,618344509,US,2177092351,2177092344,2525 W ANDERSON LN BLDG 2,,AUSTIN,TX,787571142,5123236127,5123232240,12/17/2007,2/27/2023,TAYLOR,KIRA,L,MANAGER,2177092351,291U00000X,,,N,332B00000X,333600000X,3336C0003X,,,,,,,,,,,,466466,5,TX,,468606,5,TX,,4547204,1,,NCPDP,,,,,,,,,,,,,,,,,,,,,,,,,,Y,WALGREENS BOOTS ALLIANCE,<UNAVAIL>,,,,,,2/27/2023
1225212251,2,PAUL ERIC STOUFFLET,WESTLAKE MEDICINE,3,PO BOX 90969,,AUSTIN,TX,787090969,US,5128286959,5126985215,715 W 34TH ST,,AUSTIN,TX,787051223,5123809441,5123809410,12/27/2007,12/27/2007,STOUFFLET,PAUL,ERIC,OWNER,5123809441,261QH0100X,H8440,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,MD,,,
1427233659,2,GSWIZZ LADIES WORKOUT EXPRESS,,,13419 US HIGHWAY 290 E,BLDG # 7,MANOR,TX,786534589,US,5122729792,,13419 US HIGHWAY 290 E,BLDG # 7,MANOR,TX,786534589,5122729792,,1/7/2008,6/26/2008,BURRELL,SYLVIA,PATRICIA,OWNER,5122729792,302R00000X,20070218,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MRS.,,,,,
1578749305,2,CITY OF AUSTIN,ATC HHSD IMMUNIZATION PROGRAM,3,15 WALLER ST,STE 410,AUSTIN,TX,787025240,US,5129726216,5129726225,15 WALLER ST,STE 410,AUSTIN,TX,787025240,5129726216,5129726225,1/10/2008,2/12/2008,LURIE,DAVID,,DIRECTOR,5129725010,261QP0905X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MR.,,,,,
1336325182,2,"ELIZABETH ANNE RAINS, MA, LPC","RAINS COUNSELING SERVICES, INC.",5,6633 HILLSIDE TERRACE DR,,AUSTIN,TX,787494109,US,5126361611,5123286901,3607 PINNACLE RD,#5,AUSTIN,TX,787467483,5126361611,5123286901,1/10/2008,6/5/2009,RAINS,ELIZABETH ANNE,,LICENSED PROFESSIONAL COUNSELOR,5126361611,261QM0801X,,,Y,,,,,,,,,,,,,,,1962618058,1,TX,TYPE 1 NPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,MS.,,"MA, LPC",,,
1033395744,2,WALGREEN CO,WALGREENS #10961,3,1901 E VOORHEES ST,MS #790,DANVILLE,IL,618344509,US,2177092351,2177092344,4081 N MAYS ST,,ROUND ROCK,TX,786652733,5122380475,5122552367,1/11/2008,5/30/2024,TAYLOR,KIRA,L,MANAGER,2177092351,291U00000X,,,N,332B00000X,333600000X,3336C0003X,,,,,,,,,,,,466479,5,TX,,4547468,1,,NCPDP,469235,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,WALGREENS BOOTS ALLIANCE INC,<UNAVAIL>,,,,,,5/30/2024
1841476272,2,KIDS CHOICE P.A.,,,2113 WELLS BRANCH PKWY,SUITE 1200,AUSTIN,TX,787286970,US,5122529611,5122523036,2113 WELLS BRANCH PKWY,SUITE 1200,AUSTIN,TX,787286970,5122529611,5122523036,1/16/2008,1/16/2008,ABREU-MACOMBER,MARTHA,BEATRIZ,PRESIDENT,5122529611,261QP2300X,J5530,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,M.D.,,,
1285810218,2,WALGREEN CO.,WALGREENS # 11513,3,1901 E VOORHEES ST,MS 790,DANVILLE,IL,618344509,US,2177092351,2177092344,5011 W SLAUGHTER LN,,AUSTIN,TX,787493631,5122921340,5122921150,1/22/2008,2/23/2023,TAYLOR,KIRA,L,MANAGER,2177092351,291U00000X,,,N,332B00000X,333600000X,3336C0003X,,,,,,,,,,,,469528,5,TX,,466480,5,TX,,4547519,1,,NCPDP,,,,,,,,,,,,,,,,,,,,,,,,,,Y,WALGREENS BOOTS ALLIANCE,<UNAVAIL>,,,,,,2/23/2023
1962689950,2,"E DAVID PAMPE, M.D.",,,6012 WEST WILLIAM CANNON DR STE D101,,AUSTIN,TX,787491979,US,5128926441,5128924154,6012 WEST WILLIAM CANNON DR STE D101,,AUSTIN,TX,787491979,5128926441,5128924154,1/22/2008,7/29/2020,PAMPE,EUGENE,DAVID,PHYSICIAN,5128926441,261QP2300X,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,MD,,,7/29/2020
1306023957,2,"CENETRON DIAGNOSTICS, LTD",,,2111 W BRAKER LN,SUITE 300,AUSTIN,TX,787584029,US,5124392000,5124395006,2111 W BRAKER LN,SUITE 300,AUSTIN,TX,787584029,5124392000,5124395006,1/25/2008,1/25/2008,DUBOIS,DWIGHT,,PRESIDENT,5124392000,291U00000X,J6929,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,M.D.,,,
1215114731,2,"CENTRAL TEXAS PAIN INSTITUTE, PLLC",PAIN SPECIALISTS OF AUSTIN,3,PO BOX 208361,,DALLAS,TX,753208361,US,1248572085,8443648678,3101 HIGHWAY 71 E STE 211,,BASTROP,TX,786025156,8558767246,8552775070,1/28/2008,9/4/2024,OPALAK,ANGELA,,VP OF RCM,5124857200,207LP2900X,,,N,261QM1300X,332B00000X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,PSA PRACTICE HOLDINGS PA,<UNAVAIL>,,,,193400000X SINGLE SPECIALTY  GROUP,,9/4/2024
1760669287,2,WALGREEN CO,WALGREENS # 11272,3,1901 E VOORHEES ST,MS 790,DANVILLE,IL,618344509,US,2177092351,2177092344,12200 BEE CAVE PKWY,,BEE CAVE,TX,787386382,5122630570,5122631916,1/28/2008,5/29/2024,GARZA,VIRGINAI,,MANAGER,2177092364,291U00000X,,,N,332B00000X,333600000X,3336C0003X,,,,,,,,,,,,4547533,1,,NCPDP,466484,5,TX,,468857,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,WALGREENS BOOTS ALLIANCE,<UNAVAIL>,,,,,,5/29/2024
1306024799,2,"NAZRUL ISLAM MD, PA",,,1600 W 38TH ST,SUITE 415,AUSTIN,TX,787316400,US,5123717905,5123719866,1600 W 38TH ST,SUITE 415,AUSTIN,TX,787316400,5123717905,5123719866,2/7/2008,4/29/2014,ISLAM,NAZRUL,,PRESIDENT,5123717905,261QM0801X,L5384,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,M.D.,,,
1144408550,2,AUSTIN IMMEDIATE CARE,,,5000 W SLAUGHTER LN,"BLDG. 6, SUITE 100",AUSTIN,TX,787493997,US,5122822273,,5000 W SLAUGHTER LN,"BLDG. 6, SUITE 100",AUSTIN,TX,787493997,5122822273,,2/7/2008,3/29/2010,LAROE,JORDAN,,MEDICAL DIRECTOR,5122822273,261QU0200X,PA02586,TX,Y,,,,,,,,,,,,,,,UPIN-S92401,5,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,DR.,,MD.,,,
1457539686,2,CITY OF AUSTIN,,,7112 ED BLUESTEIN BLVD STE 155,,AUSTIN,TX,787232904,US,5129724559,,7112 ED BLUESTEIN BLVD STE 155,,AUSTIN,TX,787232904,5129724559,,2/11/2008,2/11/2008,VLIET,DAVID,,CEO,5129724050,261QF0400X,552039,TX,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,CITY OF AUSTIN,<UNAVAIL>,,,,,,
